comune,delta_rd_percent,delta_ru_totali,delta_ru_pro_capite
REDAVALLE,-24.34,-684.64,-666.6407010710808
REDAVALLE,0.0,0.0,0.0
REDAVALLE,0.0,0.0,0.0
RETORBIDO,0.0,0.0,0.0
RETORBIDO,62.73,850.778,554.9758643183301
RETORBIDO,0.0,0.0,0.0
RETORBIDO,-68.09,-995.158,-642.8669250645995
RIVANAZZANO,37.68,3552.119,697.7252013356905
RIVANAZZANO,0.0,0.0,0.0
RIVANAZZANO,0.0,0.0,0.0
RIVANAZZANO,-39.11,-3856.862,-742.9901753034097
ROBBIO,0.0,0.0,0.0
ROBBIO,-73.44,-2929.866,-508.74561555825665
ROBBIO,0.0,0.0,0.0
ROBBIO,72.89,3074.977,525.7269618738246
ROBECCO PAVESE,24.8,312.485,610.322265625
ROBECCO PAVESE,0.0,0.0,0.0
ROBECCO PAVESE,0.0,0.0,0.0
ROBECCO PAVESE,-33.19,-328.765,-621.4839319470699
ROCCA DE' GIORGI,21.65,66.367,1474.8222222222223
ROCCA DE' GIORGI,0.0,0.0,0.0
ROCCA DE' GIORGI,0.0,0.0,0.0
ROCCA DE' GIORGI,-40.18,-70.21,-1063.7878787878788
ROCCA SUSELLA,-32.04,-143.84,-691.5384615384615
ROCCA SUSELLA,0.0,0.0,0.0
ROCCA SUSELLA,0.0,0.0,0.0
ROCCA SUSELLA,36.61,140.725,606.573275862069
ROGNANO,-68.53,-259.246,-412.1558028616852
ROGNANO,0.0,0.0,0.0
ROGNANO,0.0,0.0,0.0
ROGNANO,72.01,266.2,378.6628733997155
ROMAGNESE,29.16,386.227,690.9248658318426
ROMAGNESE,0.0,0.0,0.0
ROMAGNESE,0.0,0.0,0.0
ROMAGNESE,-28.81,-400.805,-645.4186795491144
RONCARO,-64.84,-554.48,-362.87958115183244
RONCARO,0.0,0.0,0.0
RONCARO,0.0,0.0,0.0
RONCARO,66.59,544.336,342.13450659962285
ROSASCO,80.18,356.18,665.7570093457944
ROSASCO,0.0,0.0,0.0
ROSASCO,-68.01,-255.372,-472.9111111111111
ROSASCO,0.0,0.0,0.0
ROVESCALA,0.0,0.0,0.0
ROVESCALA,28.47,531.217,655.0147965474722
ROVESCALA,0.0,0.0,0.0
ROVESCALA,-26.31,-593.02,-691.1655011655012
SAN CIPRIANO PO,28.32,285.981,638.3504464285714
SAN CIPRIANO PO,0.0,0.0,0.0
SAN CIPRIANO PO,0.0,0.0,0.0
SAN CIPRIANO PO,-23.92,-310.21,-657.2245762711865
SAN DAMIANO AL COLLE,35.63,430.296,707.7236842105264
SAN DAMIANO AL COLLE,0.0,0.0,0.0
SAN DAMIANO AL COLLE,0.0,0.0,0.0
SAN DAMIANO AL COLLE,-16.86,-457.07,-725.5079365079365
SAN GENESIO ED UNITI,61.71,1851.004,465.66138364779874
SAN GENESIO ED UNITI,0.0,0.0,0.0
SAN GENESIO ED UNITI,0.0,0.0,0.0
SAN GENESIO ED UNITI,-67.14,-1821.923,-454.79855217174236
SAN GIORGIO DI LOMELLINA,0.0,0.0,0.0
SAN GIORGIO DI LOMELLINA,59.59,462.02,468.58012170385393
SAN GIORGIO DI LOMELLINA,0.0,0.0,0.0
SAN GIORGIO DI LOMELLINA,-72.15,-393.82,-381.23910939012586
SAN MARTINO SICCOMARIO,0.0,0.0,0.0
SAN MARTINO SICCOMARIO,0.0,0.0,0.0
SAN MARTINO SICCOMARIO,65.14,3967.05,620.8215962441315
SAN MARTINO SICCOMARIO,-69.87,-4524.063,-705.671970051474
SANNAZZARO DE' BURGONDI,0.0,0.0,0.0
SANNAZZARO DE' BURGONDI,70.63,2428.445,475.04792644757435
SANNAZZARO DE' BURGONDI,0.0,0.0,0.0
SANNAZZARO DE' BURGONDI,-63.4,-2533.302,-492.5728174217383
SANTA CRISTINA E BISSONE,50.43,839.238,460.61361141602634
SANTA CRISTINA E BISSONE,0.0,0.0,0.0
SANTA CRISTINA E BISSONE,0.0,0.0,0.0
SANTA CRISTINA E BISSONE,-39.56,-873.559,-466.89417423837523
SANTA GIULETTA,-27.81,-1102.68,-715.5613238157041
SANTA GIULETTA,0.0,0.0,0.0
SANTA GIULETTA,0.0,0.0,0.0
SANTA GIULETTA,31.5,1011.72,648.122998078155
SANT'ALESSIO CON VIALONE,-74.69,-530.221,-558.1273684210527
SANT'ALESSIO CON VIALONE,0.0,0.0,0.0
SANT'ALESSIO CON VIALONE,0.0,0.0,0.0
SANT'ALESSIO CON VIALONE,70.81,578.298,557.6644165863066
SANTA MARGHERITA DI STAFFORA,42.57,222.522,510.3715596330275
SANTA MARGHERITA DI STAFFORA,0.0,0.0,0.0
SANTA MARGHERITA DI STAFFORA,0.0,0.0,0.0
SANTA MARGHERITA DI STAFFORA,-32.22,-249.925,-536.3197424892704
SANTA MARIA DELLA VERSA,0.0,0.0,0.0
SANTA MARIA DELLA VERSA,0.0,0.0,0.0
SANTA MARIA DELLA VERSA,28.84,1440.477,636.815649867374
SANTA MARIA DELLA VERSA,-27.61,-1627.39,-711.8941382327209
SANT'ANGELO LOMELLINA,-59.44,-249.028,-316.4269377382465
SANT'ANGELO LOMELLINA,72.78,324.85,406.5707133917397
SANT'ANGELO LOMELLINA,0.0,0.0,0.0
SANT'ANGELO LOMELLINA,0.0,0.0,0.0
SAN ZENONE AL PO,0.0,0.0,0.0
SAN ZENONE AL PO,-51.51,-274.103,-507.59814814814814
SAN ZENONE AL PO,0.0,0.0,0.0
SAN ZENONE AL PO,51.33,268.45,469.3181818181818
SARTIRANA LOMELLINA,0.0,0.0,0.0
SARTIRANA LOMELLINA,0.0,0.0,0.0
SARTIRANA LOMELLINA,33.81,825.118,551.1810287241149
SARTIRANA LOMELLINA,-50.21,-731.62,-487.42171885409726
SCALDASOLE,0.0,0.0,0.0
SCALDASOLE,70.81,387.278,455.0857814336075
SCALDASOLE,-75.74,-385.685,-446.9119351100811
SCALDASOLE,0.0,0.0,0.0
SEMIANA,42.56,119.802,617.5360824742268
SEMIANA,0.0,0.0,0.0
SEMIANA,0.0,0.0,0.0
SEMIANA,-38.81,-112.397,-550.9656862745098
SILVANO PIETRA,36.27,507.226,816.7890499194847
SILVANO PIETRA,0.0,0.0,0.0
SILVANO PIETRA,0.0,0.0,0.0
SILVANO PIETRA,-44.05,-442.665,-678.9340490797546
SIZIANO,-62.1,-2691.115,-426.28148265483924
SIZIANO,0.0,0.0,0.0
SIZIANO,0.0,0.0,0.0
SIZIANO,63.22,2666.412,399.5821969129327
SOMMO,0.0,0.0,0.0
SOMMO,76.18,419.445,367.28984238178634
SOMMO,-69.04,-453.025,-393.25086805555554
SPESSA,-35.86,-459.915,-867.7641509433962
SPESSA,0.0,0.0,0.0
SPESSA,42.53,447.172,813.04
SPESSA,0.0,0.0,0.0
STRADELLA,0.0,0.0,0.0
STRADELLA,0.0,0.0,0.0
STRADELLA,72.49,5480.735,478.2073990053224
STRADELLA,-67.21,-5757.05,-498.92105035098365
SUARDI,0.0,0.0,0.0
SUARDI,68.61,248.791,431.18024263431545
SUARDI,0.0,0.0,0.0
SUARDI,-63.03,-199.745,-333.46410684474125
TORRAZZA COSTE,0.0,0.0,0.0
TORRAZZA COSTE,0.0,0.0,0.0
TORRAZZA COSTE,-72.69,-688.739,-438.96685787125557
TORRAZZA COSTE,70.33,687.8,430.6825297432686
TORRE BERETTI E CASTELLARO,0.0,0.0,0.0
TORRE BERETTI E CASTELLARO,57.72,214.202,425.8489065606362
TORRE BERETTI E CASTELLARO,0.0,0.0,0.0
TORRE BERETTI E CASTELLARO,-59.77,-221.895,-422.65714285714284
TORRE D'ARESE,47.71,334.646,365.3340611353712
TORRE D'ARESE,0.0,0.0,0.0
TORRE D'ARESE,-48.34,-402.6,-437.1335504885993
TORRE D'ARESE,0.0,0.0,0.0
TORRE DE' NEGRI,0.0,0.0,0.0
TORRE DE' NEGRI,-40.43,-174.88,-555.1746031746031
TORRE DE' NEGRI,0.0,0.0,0.0
TORRE DE' NEGRI,44.44,162.15,488.40361445783134
TORRE D'ISOLA,-89.22,-1013.647,-425.00922431865826
TORRE D'ISOLA,0.0,0.0,0.0
TORRE D'ISOLA,0.0,0.0,0.0
TORRE D'ISOLA,87.49,987.569,398.3739411052844
TORREVECCHIA PIA,0.0,0.0,0.0
TORREVECCHIA PIA,-54.63,-1431.046,-409.8069873997709
TORREVECCHIA PIA,0.0,0.0,0.0
TORREVECCHIA PIA,74.74,1516.608,428.6625211984172
TORRICELLA VERZATE,0.0,0.0,0.0
TORRICELLA VERZATE,22.66,527.552,652.9108910891089
TORRICELLA VERZATE,0.0,0.0,0.0
TORRICELLA VERZATE,-25.84,-551.54,-669.3446601941747
TRAVACO'SICCOMARIO,0.0,0.0,0.0
TRAVACO'SICCOMARIO,0.0,0.0,0.0
TRAVACO'SICCOMARIO,88.53,1712.696,385.74234234234234
TRAVACO'SICCOMARIO,-88.92,-1817.543,-407.24691911270446
TRIVOLZIO,-64.99,-1014.21,-437.5366695427092
TRIVOLZIO,0.0,0.0,0.0
TRIVOLZIO,0.0,0.0,0.0
TRIVOLZIO,65.32,1048.55,430.0861361771944
TROMELLO,0.0,0.0,0.0
TROMELLO,-67.71,-1752.017,-480.39950644365234
TROMELLO,0.0,0.0,0.0
TROMELLO,69.72,1680.908,457.8883138109507
TROVO,67.08,392.263,392.65565565565566
TROVO,0.0,0.0,0.0
TROVO,0.0,0.0,0.0
TROVO,-64.48,-407.35,-397.0272904483431
VAL DI NIZZA,0.0,0.0,0.0
VAL DI NIZZA,28.2,354.95,630.461811722913
VAL DI NIZZA,0.0,0.0,0.0
VAL DI NIZZA,-22.61,-383.659,-655.8273504273504
VALEGGIO,0.0,0.0,0.0
VALEGGIO,62.32,125.632,664.7195767195767
VALEGGIO,-63.06,-101.845,-516.9796954314721
VALEGGIO,0.0,0.0,0.0
VALLE LOMELLINA,0.0,0.0,0.0
VALLE LOMELLINA,0.0,0.0,0.0
VALLE LOMELLINA,-56.67,-1078.5,-515.0429799426934
VALLE LOMELLINA,65.27,922.291,436.07139479905436
VALLE SALIMBENE,0.0,0.0,0.0
VALLE SALIMBENE,0.0,0.0,0.0
VALLE SALIMBENE,-2.0900000000000034,-93.31200000000001,-63.91232876712331
VARZI,0.0,0.0,0.0
VARZI,0.0,0.0,0.0
VARZI,26.04,2075.465,681.3739330269207
VARZI,-29.09,-2221.816,-726.3210199411573
VELEZZO LOMELLINA,42.73,48.114,546.75
VELEZZO LOMELLINA,0.0,0.0,0.0
VELEZZO LOMELLINA,-39.48,-108.515,-1142.2631578947369
VELLEZZO BELLINI,0.0,0.0,0.0
VELLEZZO BELLINI,-71.64,-1516.363,-454.1368673255466
VELLEZZO BELLINI,0.0,0.0,0.0
VELLEZZO BELLINI,71.6,1494.164,430.2228620788943
VERRETTO,81.14,166.943,459.89807162534436
VERRETTO,0.0,0.0,0.0
VERRETTO,-37.3,-289.476,-780.2587601078167
VERRETTO,0.0,0.0,0.0
VERRUA PO,0.0,0.0,0.0
VERRUA PO,35.42,829.998,707.5856777493606
VERRUA PO,0.0,0.0,0.0
VERRUA PO,-53.4,-613.71,-500.9877551020408
VIDIGULFO,-69.04,-2838.39,-435.3358895705521
VIDIGULFO,0.0,0.0,0.0
VIDIGULFO,0.0,0.0,0.0
VIDIGULFO,73.44,2969.609,439.0314902424601
VIGEVANO,0.0,0.0,0.0
VIGEVANO,-60.46,-30611.706,-492.8786307722033
VIGEVANO,0.0,0.0,0.0
VIGEVANO,62.31,30536.599,487.69602644775927
VILLA BISCOSSI,-22.87,-61.754,-1046.677966101695
VILLA BISCOSSI,0.0,0.0,0.0
VILLA BISCOSSI,36.28,68.161,1081.920634920635
VILLA BISCOSSI,0.0,0.0,0.0
VILLANOVA D'ARDENGHI,0.0,0.0,0.0
VILLANOVA D'ARDENGHI,68.0,327.68,434.58885941644564
VILLANOVA D'ARDENGHI,-64.38,-290.91,-379.28292046936116
VILLANOVA D'ARDENGHI,0.0,0.0,0.0
VILLANTERIO,-37.68,-1453.76,-441.73807353388025
VILLANTERIO,0.0,0.0,0.0
VILLANTERIO,0.0,0.0,0.0
VILLANTERIO,40.59,1476.07,436.9656601539372
VISTARINO,0.0,0.0,0.0
VISTARINO,-43.4,-549.44,-360.0524246395806
VISTARINO,0.0,0.0,0.0
VISTARINO,50.85,740.53,469.2839036755387
VOGHERA,0.0,0.0,0.0
VOGHERA,-66.35,-20773.353,-538.2813277363184
VOGHERA,0.0,0.0,0.0
VOGHERA,59.58,20644.991,527.8563831147247
VOLPARA,43.29,100.511,823.860655737705
VOLPARA,-35.19,-100.3,-808.8709677419355
VOLPARA,0.0,0.0,0.0
ZAVATTARELLO,0.0,0.0,0.0
ZAVATTARELLO,34.28,566.514,640.8529411764706
ZAVATTARELLO,0.0,0.0,0.0
ZAVATTARELLO,-32.46,-560.08,-584.634655532359
ZECCONE,-33.24,-796.843,-475.44331742243435
ZECCONE,32.53,811.079,480.78186129223474
ZECCONE,0.0,0.0,0.0
ZECCONE,0.0,0.0,0.0
ZEME,72.76,384.889,391.9439918533605
ZEME,0.0,0.0,0.0
ZEME,0.0,0.0,0.0
ZEME,-19.64,-863.163,-867.5005025125628
ZENEVREDO,-30.26,-337.7,-720.0426439232409
ZENEVREDO,0.0,0.0,0.0
ZENEVREDO,26.57,279.249,568.735234215886
ZENEVREDO,0.0,0.0,0.0
ZERBO,0.0,0.0,0.0
ZERBO,44.9,155.7,403.36787564766837
ZERBO,-50.84,-166.363,-423.31552162849874
ZERBO,0.0,0.0,0.0
ZERBOLO',0.0,0.0,0.0
ZERBOLO',0.0,0.0,0.0
ZERBOLO',72.32,827.459,502.40376442015787
ZERBOLO',-73.15,-854.068,-508.07138607971444
ZINASCO,0.0,0.0,0.0
ZINASCO,0.0,0.0,0.0
ZINASCO,75.32,1357.452,438.3119147562157
ZINASCO,-76.51,-1323.238,-424.11474358974357
CORNALE E BASTIDA,0.0,0.0,0.0
CORNALE E BASTIDA,43.05,486.006,600.7490729295426
CORNALE E BASTIDA,0.0,0.0,0.0
CORNALE E BASTIDA,-39.75,-596.132,-721.7094430992736
CORTEOLONA E GENZONE,-38.54,-1311.36,-530.4854368932039
CORTEOLONA E GENZONE,0.0,0.0,0.0
CORTEOLONA E GENZONE,0.0,0.0,0.0
CORTEOLONA E GENZONE,40.71,1207.62,474.13427561837455
COLLI VERDI,0.0,0.0,0.0
COLLI VERDI,28.84,511.611,501.08814887365327
COLLI VERDI,0.0,0.0,0.0
COLLI VERDI,-27.74,-700.994,-672.0939597315436
ACQUANEGRA CREMONESE,0.0,0.0,0.0
ACQUANEGRA CREMONESE,0.0,0.0,0.0
ACQUANEGRA CREMONESE,-87.84,-533.682,-473.9626998223801
ACQUANEGRA CREMONESE,85.14,555.957,487.25416301489923
AGNADELLO,0.0,0.0,0.0
AGNADELLO,-84.0,-1675.978,-434.8671510119357
AGNADELLO,0.0,0.0,0.0
AGNADELLO,82.66,1644.46,422.849061455387
ANNICCO,-86.28,-1003.145,-513.6431131592421
ANNICCO,84.09,1005.71,511.55137334689726
ANNICCO,0.0,0.0,0.0
ANNICCO,0.0,0.0,0.0
AZZANELLO,-87.63,-302.573,-512.835593220339
AZZANELLO,0.0,0.0,0.0
AZZANELLO,0.0,0.0,0.0
AZZANELLO,83.99,322.694,523.0048622366288
BAGNOLO CREMASCO,-83.1,-2675.406,-550.268613739202
BAGNOLO CREMASCO,0.0,0.0,0.0
BAGNOLO CREMASCO,0.0,0.0,0.0
BAGNOLO CREMASCO,83.0,2495.809,499.2616523304661
BONEMERSE,-75.95,-614.946,-423.5165289256198
BONEMERSE,0.0,0.0,0.0
BONEMERSE,73.68,550.661,376.6491108071135
BONEMERSE,0.0,0.0,0.0
BORDOLANO,0.0,0.0,0.0
BORDOLANO,0.0,0.0,0.0
BORDOLANO,-79.46,-251.467,-442.72359154929575
BORDOLANO,80.7,292.084,501.86254295532643
CALVATONE,78.8,538.094,466.28596187175043
CALVATONE,-88.61,-595.14,-513.4943917169974
CALVATONE,0.0,0.0,0.0
CAMISANO,-85.27,-554.63,-456.8616144975288
CAMISANO,0.0,0.0,0.0
CAMISANO,0.0,0.0,0.0
CAMISANO,82.1,553.615,445.3861625100563
CAMPAGNOLA CREMASCA,80.52,322.298,495.0814132104455
CAMPAGNOLA CREMASCA,0.0,0.0,0.0
CAMPAGNOLA CREMASCA,0.0,0.0,0.0
CAMPAGNOLA CREMASCA,-78.63,-287.537,-426.6127596439169
CAPERGNANICA,84.58,976.287,456.2088785046729
CAPERGNANICA,0.0,0.0,0.0
CAPERGNANICA,0.0,0.0,0.0
CAPERGNANICA,-84.3,-977.871,-451.4639889196676
CAPPELLA CANTONE,-71.23,-286.566,-529.6968576709796
CAPPELLA CANTONE,0.0,0.0,0.0
CAPPELLA CANTONE,74.79,329.158,603.959633027523
CAPPELLA CANTONE,0.0,0.0,0.0
CAPPELLA DE' PICENARDI,81.95,154.838,381.3743842364532
CAPPELLA DE' PICENARDI,-62.41,-165.959,-403.79318734793185
CAPPELLA DE' PICENARDI,0.0,0.0,0.0
CAPPELLA DE' PICENARDI,0.0,0.0,0.0
CAPRALBA,0.0,0.0,0.0
CAPRALBA,-77.33,-940.469,-413.21133567662565
CAPRALBA,76.31,947.136,414.6830122591944
CAPRALBA,0.0,0.0,0.0
CASALBUTTANO ED UNITI,0.0,0.0,0.0
CASALBUTTANO ED UNITI,0.0,0.0,0.0
CASALBUTTANO ED UNITI,-75.18,-1843.611,-502.8944353518822
CASALBUTTANO ED UNITI,67.64,1852.715,496.9729077253219
CASALE CREMASCO-VIDOLASCO,0.0,0.0,0.0
CASALE CREMASCO-VIDOLASCO,0.0,0.0,0.0
CASALE CREMASCO-VIDOLASCO,-83.8,-817.354,-449.83709411117223
CASALE CREMASCO-VIDOLASCO,80.82,769.454,420.9266958424508
CASALETTO CEREDANO,82.44,581.544,512.3735682819383
CASALETTO CEREDANO,-82.59,-570.297,-502.0220070422535
CASALETTO CEREDANO,0.0,0.0,0.0
CASALETTO CEREDANO,0.0,0.0,0.0
CASALETTO DI SOPRA,0.0,0.0,0.0
CASALETTO DI SOPRA,79.44,253.004,496.0862745098039
CASALETTO DI SOPRA,0.0,0.0,0.0
CASALETTO DI SOPRA,-80.15,-238.048,-455.1586998087954
CASALETTO VAPRIO,0.0,0.0,0.0
CASALETTO VAPRIO,0.0,0.0,0.0
CASALETTO VAPRIO,-86.38,-833.668,-470.2019176536943
CASALETTO VAPRIO,84.63,750.39,418.9782244556114
CASALMAGGIORE,0.0,0.0,0.0
CASALMAGGIORE,0.0,0.0,0.0
CASALMAGGIORE,-83.22,-10216.341,-675.3712566933298
CASALMAGGIORE,75.65,8588.997,566.0711131615369
CASALMORANO,-80.28,-747.756,-474.7657142857143
CASALMORANO,0.0,0.0,0.0
CASALMORANO,0.0,0.0,0.0
CASALMORANO,79.05,749.65,447.81959378733575
CASTELDIDONE,77.94,206.246,377.7399267399267
CASTELDIDONE,0.0,0.0,0.0
CASTELDIDONE,0.0,0.0,0.0
CASTELDIDONE,-86.17,-266.573,-466.85288966725045
CASTEL GABBIANO,-85.59,-214.268,-479.3467561521253
CASTEL GABBIANO,0.0,0.0,0.0
CASTEL GABBIANO,0.0,0.0,0.0
CASTEL GABBIANO,81.45,201.648,402.49101796407183
CASTELLEONE,0.0,0.0,0.0
CASTELLEONE,0.0,0.0,0.0
CASTELLEONE,-76.7,-4506.847,-485.7563052381979
CASTELLEONE,75.68,4588.193,492.34821332761027
CASTELVERDE,-75.52,-2987.671,-542.3254674169541
CASTELVERDE,0.0,0.0,0.0
CASTELVERDE,0.0,0.0,0.0
CASTELVERDE,71.41,2916.013,518.5866974924418
CASTELVISCONTI,-86.73,-184.035,-652.6063829787234
CASTELVISCONTI,0.0,0.0,0.0
CASTELVISCONTI,88.53,189.22,602.6114649681529
CASTELVISCONTI,0.0,0.0,0.0
CELLA DATI,83.39,265.148,554.7029288702929
CELLA DATI,-76.26,-249.602,-518.9230769230769
CELLA DATI,0.0,0.0,0.0
CELLA DATI,0.0,0.0,0.0
CHIEVE,0.0,0.0,0.0
CHIEVE,-85.01,-1225.912,-544.1242787394585
CHIEVE,0.0,0.0,0.0
CHIEVE,82.71,1084.068,475.4684210526316
CICOGNOLO,-86.51,-572.696,-644.2024746906636
CICOGNOLO,0.0,0.0,0.0
CICOGNOLO,0.0,0.0,0.0
CICOGNOLO,75.28,539.893,586.2030401737242
CINGIA DE' BOTTI,0.0,0.0,0.0
CINGIA DE' BOTTI,64.64,657.92,584.2984014209592
CINGIA DE' BOTTI,-69.49,-685.436,-598.6340611353712
CINGIA DE' BOTTI,0.0,0.0,0.0
CORTE DE' CORTESI CON CIGNONE,-79.74,-591.49,-575.3793774319066
CORTE DE' CORTESI CON CIGNONE,0.0,0.0,0.0
CORTE DE' CORTESI CON CIGNONE,0.0,0.0,0.0
CORTE DE' CORTESI CON CIGNONE,81.41,607.969,575.1835383159887
CORTE DE' FRATI,0.0,0.0,0.0
CORTE DE' FRATI,0.0,0.0,0.0
CORTE DE' FRATI,-78.55,-668.597,-508.8257229832572
CORTE DE' FRATI,75.21,723.162,542.5071267816954
CREDERA RUBBIANO,89.29,618.898,403.9804177545692
CREDERA RUBBIANO,0.0,0.0,0.0
CREDERA RUBBIANO,-90.1,-769.98,-492.9449423815621
CREMA,0.0,0.0,0.0
CREMA,74.76,16452.928,485.0509433962264
CREMA,0.0,0.0,0.0
CREMA,-75.34,-16121.078,-470.79837626306875
CREMONA,0.0,0.0,0.0
CREMONA,0.0,0.0,0.0
CREMONA,79.17,33988.102,478.0727206234
CREMONA,-73.38,-35291.248,-493.4251639332802
CREMOSANO,0.0,0.0,0.0
CREMOSANO,80.7,683.97,397.1951219512195
CREMOSANO,0.0,0.0,0.0
CREMOSANO,-81.55,-694.37,-401.83449074074076
CROTTA D'ADDA,0.0,0.0,0.0
CROTTA D'ADDA,81.63,301.625,489.65097402597405
CROTTA D'ADDA,0.0,0.0,0.0
CROTTA D'ADDA,-79.83,-286.785,-458.856
CUMIGNANO SUL NAVIGLIO,85.8,169.651,422.01741293532336
CUMIGNANO SUL NAVIGLIO,0.0,0.0,0.0
CUMIGNANO SUL NAVIGLIO,0.0,0.0,0.0
CUMIGNANO SUL NAVIGLIO,-85.11,-181.162,-440.78345498783455
DEROVERE,68.99,111.776,402.0719424460432
DEROVERE,0.0,0.0,0.0
DEROVERE,0.0,0.0,0.0
DEROVERE,-70.63,-108.692,-361.10299003322257
DOVERA,-82.58,-1430.298,-383.8695652173913
DOVERA,0.0,0.0,0.0
DOVERA,0.0,0.0,0.0
DOVERA,80.39,1340.446,355.9336165693043
FIESCO,0.0,0.0,0.0
FIESCO,-79.99,-599.575,-502.5775356244761
FIESCO,79.5,644.193,535.9342762063228
FIESCO,0.0,0.0,0.0
FORMIGARA,84.64,402.001,403.61546184738955
FORMIGARA,0.0,0.0,0.0
FORMIGARA,-87.91,-465.154,-465.61961961961964
FORMIGARA,0.0,0.0,0.0
GABBIONETA-BINANUOVA,0.0,0.0,0.0
GABBIONETA-BINANUOVA,75.51,291.128,341.2989449003517
GABBIONETA-BINANUOVA,-75.86,-348.659,-406.83663943990666
GABBIONETA-BINANUOVA,0.0,0.0,0.0
GADESCO-PIEVE DELMONA,0.0,0.0,0.0
GADESCO-PIEVE DELMONA,0.0,0.0,0.0
GADESCO-PIEVE DELMONA,75.7,1145.51,604.17194092827
GADESCO-PIEVE DELMONA,-76.53,-1121.122,-590.0642105263158
GENIVOLTA,0.0,0.0,0.0
GENIVOLTA,81.48,505.377,452.8467741935484
GENIVOLTA,-85.33,-540.59,-474.20175438596493
GERRE DE' CAPRIOLI,0.0,0.0,0.0
GERRE DE' CAPRIOLI,0.0,0.0,0.0
GERRE DE' CAPRIOLI,68.94,614.48,464.8108925869894
GERRE DE' CAPRIOLI,-79.23,-695.817,-525.1449056603774
GOMBITO,0.0,0.0,0.0
GOMBITO,78.57,259.104,417.9096774193548
GOMBITO,0.0,0.0,0.0
GOMBITO,-83.52,-245.378,-390.72929936305735
GRONTARDO,0.0,0.0,0.0
GRONTARDO,67.38,602.027,404.044966442953
GRONTARDO,-77.97,-602.372,-400.24717607973423
GRUMELLO CREMONESE ED UNITI,0.0,0.0,0.0
GRUMELLO CREMONESE ED UNITI,0.0,0.0,0.0
GRUMELLO CREMONESE ED UNITI,-82.75,-765.057,-453.770462633452
GRUMELLO CREMONESE ED UNITI,84.12,786.386,464.21841794569065
GUSSOLA,0.0,0.0,0.0
GUSSOLA,0.0,0.0,0.0
GUSSOLA,-86.37,-1387.326,-528.3038842345773
GUSSOLA,83.67,1314.559,495.87287815918523
ISOLA DOVARESE,0.0,0.0,0.0
ISOLA DOVARESE,68.26,494.785,461.984126984127
ISOLA DOVARESE,0.0,0.0,0.0
ISOLA DOVARESE,-78.75,-511.23,-465.1774340309372
IZANO,0.0,0.0,0.0
IZANO,-86.77,-966.93,-497.1362467866324
IZANO,84.66,895.659,458.37205731832137
MADIGNANO,0.0,0.0,0.0
MADIGNANO,0.0,0.0,0.0
MADIGNANO,85.36,1340.269,483.3281644428417
MADIGNANO,-88.93,-1556.362,-560.6491354466859
MALAGNINO,-81.55,-877.604,-513.2187134502924
MALAGNINO,0.0,0.0,0.0
MALAGNINO,0.0,0.0,0.0
MALAGNINO,74.12,849.493,484.04159544159546
MARTIGNANA DI PO,0.0,0.0,0.0
MARTIGNANA DI PO,89.05,823.324,408.39484126984127
MARTIGNANA DI PO,0.0,0.0,0.0
MARTIGNANA DI PO,-89.99,-895.846,-433.61374636979673
MONTE CREMASCO,0.0,0.0,0.0
MONTE CREMASCO,0.0,0.0,0.0
MONTE CREMASCO,84.05,977.103,433.6897470039947
MONTE CREMASCO,-86.31,-1080.589,-477.5028722934158
MONTODINE,0.0,0.0,0.0
MONTODINE,80.66,992.238,406.32186732186733
MONTODINE,0.0,0.0,0.0
MONTODINE,-82.82,-948.122,-386.5152874031798
MOSCAZZANO,86.01,401.36,576.6666666666666
MOSCAZZANO,0.0,0.0,0.0
MOSCAZZANO,0.0,0.0,0.0
MOSCAZZANO,-84.91,-350.864,-488.6685236768802
MOTTA BALUFFI,0.0,0.0,0.0
MOTTA BALUFFI,0.0,0.0,0.0
MOTTA BALUFFI,76.7,404.195,508.42138364779873
MOTTA BALUFFI,-84.09,-460.936,-561.4323995127893
OFFANENGO,-81.45,-2771.361,-471.8013278855976
OFFANENGO,0.0,0.0,0.0
OFFANENGO,0.0,0.0,0.0
OFFANENGO,82.51,2767.71,463.5253726343996
OLMENETA,79.17,404.773,448.75055432372505
OLMENETA,0.0,0.0,0.0
OLMENETA,0.0,0.0,0.0
OLMENETA,-78.65,-364.814,-400.015350877193
OSTIANO,0.0,0.0,0.0
OSTIANO,0.0,0.0,0.0
OSTIANO,-78.63,-1307.726,-472.78597252349965
OSTIANO,75.49,1397.145,504.7489161849711
PADERNO PONCHIELLI,75.45,531.872,405.6994660564455
PADERNO PONCHIELLI,0.0,0.0,0.0
PADERNO PONCHIELLI,-80.56,-619.964,-468.25075528700904
PADERNO PONCHIELLI,0.0,0.0,0.0
PALAZZO PIGNANO,-85.37,-1697.549,-450.5172505307856
PALAZZO PIGNANO,0.0,0.0,0.0
PALAZZO PIGNANO,0.0,0.0,0.0
PALAZZO PIGNANO,81.53,1697.439,445.17151848937846
PANDINO,-73.76,-3875.531,-437.8141662901039
PANDINO,0.0,0.0,0.0
PANDINO,0.0,0.0,0.0
PANDINO,72.25,3624.393,406.5043741588156
PERSICO DOSIMO,0.0,0.0,0.0
PERSICO DOSIMO,77.82,1564.981,478.73386356684
PERSICO DOSIMO,0.0,0.0,0.0
PERSICO DOSIMO,-78.23,-1462.866,-441.81999395952886
