comune,delta_rd_percent,delta_ru_totali,delta_ru_pro_capite
PIZZONI,0.0,0.0,0.0
PIZZONI,-43.55,-348.08,-350.1810865191147
POLIA,65.93,306.77,380.1363073110285
POLIA,0.0,0.0,0.0
POLIA,0.0,0.0,0.0
POLIA,-47.38,-210.46,-233.84444444444443
RICADI,0.0,0.0,0.0
RICADI,0.0,0.0,0.0
RICADI,-49.73,-3294.21,-661.6208073910424
RICADI,56.28,4322.85,859.242695289207
ROMBIOLO,65.75,1063.234,249.2344116268167
ROMBIOLO,0.0,0.0,0.0
ROMBIOLO,0.0,0.0,0.0
ROMBIOLO,-49.19,-1052.04,-236.83926159387664
SAN CALOGERO,76.41,741.32,194.0628272251309
SAN CALOGERO,0.0,0.0,0.0
SAN CALOGERO,0.0,0.0,0.0
SAN CALOGERO,-58.19,-948.9,-237.7004008016032
SAN COSTANTINO CALABRO,46.51,562.47,274.7777234978017
SAN COSTANTINO CALABRO,0.0,0.0,0.0
SAN COSTANTINO CALABRO,0.0,0.0,0.0
SAN COSTANTINO CALABRO,-14.82,-437.42,-207.11174242424244
SAN GREGORIO D'IPPONA,0.0,0.0,0.0
SAN GREGORIO D'IPPONA,55.49,750.09,299.6763883339992
SAN GREGORIO D'IPPONA,0.0,0.0,0.0
SAN GREGORIO D'IPPONA,-35.4,-742.08,-286.62804171494787
SAN NICOLA DA CRISSA,25.54,340.38,282.7076411960133
SAN NICOLA DA CRISSA,0.0,0.0,0.0
SAN NICOLA DA CRISSA,0.0,0.0,0.0
SAN NICOLA DA CRISSA,-46.43,-471.04,-378.3453815261044
SANT'ONOFRIO,40.53,896.61,326.6338797814208
SANT'ONOFRIO,0.0,0.0,0.0
SANT'ONOFRIO,0.0,0.0,0.0
SANT'ONOFRIO,-61.89,-881.895,-306.53284671532845
SERRA SAN BRUNO,61.41,2283.85,364.48292371528885
SERRA SAN BRUNO,0.0,0.0,0.0
SERRA SAN BRUNO,0.0,0.0,0.0
SERRA SAN BRUNO,-43.02,-2294.75,-355.44454770755885
SIMBARIO,0.0,0.0,0.0
SIMBARIO,0.0,0.0,0.0
SIMBARIO,-23.55,-194.42,-210.4112554112554
SIMBARIO,58.32,190.37,204.91926803013993
SORIANELLO,0.0,0.0,0.0
SORIANELLO,72.2,333.865,305.4574565416286
SORIANELLO,0.0,0.0,0.0
SORIANELLO,-1.76,-241.07,-212.20950704225353
SORIANO CALABRO,0.0,0.0,0.0
SORIANO CALABRO,-59.02,-725.3,-316.72489082969435
SORIANO CALABRO,65.36,554.79,240.0649069666811
SORIANO CALABRO,0.0,0.0,0.0
SPADOLA,50.7,223.17,282.13653603034135
SPADOLA,0.0,0.0,0.0
SPADOLA,-63.2,-351.85,-442.57861635220127
SPADOLA,0.0,0.0,0.0
SPILINGA,0.0,0.0,0.0
SPILINGA,59.51,292.19,214.68772961058045
SPILINGA,0.0,0.0,0.0
SPILINGA,-46.94,-333.41,-233.8078541374474
STEFANACONI,75.12,464.45,203.34938704028022
STEFANACONI,0.0,0.0,0.0
STEFANACONI,0.0,0.0,0.0
STEFANACONI,-76.65,-859.57,-364.6881629189648
TROPEA,62.58,4969.03,859.2477952619747
TROPEA,0.0,0.0,0.0
TROPEA,0.0,0.0,0.0
TROPEA,-52.46,-3550.4,-586.7459923979508
VALLELONGA,-30.91,-161.23,-219.65940054495914
VALLELONGA,0.0,0.0,0.0
VALLELONGA,0.0,0.0,0.0
VALLELONGA,48.83,129.32,167.7302204928664
VAZZANO,69.67,247.76,261.07481559536353
VAZZANO,0.0,0.0,0.0
VAZZANO,-76.04,-243.39,-253.004158004158
VAZZANO,0.0,0.0,0.0
VIBO VALENTIA,57.82,14478.975,466.5820765661253
VIBO VALENTIA,0.0,0.0,0.0
VIBO VALENTIA,-58.63,-12279.005,-394.86140142135895
VIBO VALENTIA,0.0,0.0,0.0
ZACCANOPOLI,29.31,123.15,190.93023255813952
ZACCANOPOLI,0.0,0.0,0.0
ZACCANOPOLI,0.0,0.0,0.0
ZACCANOPOLI,-28.26,-183.28,-262.95552367288377
ZAMBRONE,0.0,0.0,0.0
ZAMBRONE,-67.76,-868.21,-492.7412031782066
ZAMBRONE,62.85,1175.97,664.0146809712027
ZAMBRONE,0.0,0.0,0.0
ZUNGRI,71.08,269.26,146.25746876697448
ZUNGRI,0.0,0.0,0.0
ZUNGRI,-44.83,-320.13,-168.3123028391167
ALCAMO,0.0,0.0,0.0
ALCAMO,0.0,0.0,0.0
ALCAMO,69.78,18300.169,409.5555132824564
ALCAMO,-47.55,-17915.293,-399.38678467128875
BUSETO PALIZZOLO,85.14,880.989,319.4303843364757
BUSETO PALIZZOLO,0.0,0.0,0.0
BUSETO PALIZZOLO,-79.9,-1064.777,-385.36988780311253
BUSETO PALIZZOLO,0.0,0.0,0.0
CALATAFIMI,84.17,2054.451,339.2422391017173
CALATAFIMI,0.0,0.0,0.0
CALATAFIMI,0.0,0.0,0.0
CALATAFIMI,-68.88,-2187.2,-347.83715012722644
CAMPOBELLO DI MAZARA,71.85,4389.488,387.0800705467372
CAMPOBELLO DI MAZARA,0.0,0.0,0.0
CAMPOBELLO DI MAZARA,0.0,0.0,0.0
CAMPOBELLO DI MAZARA,-48.78,-4495.09,-391.89973844812556
CASTELLAMMARE DEL GOLFO,0.0,0.0,0.0
CASTELLAMMARE DEL GOLFO,0.0,0.0,0.0
CASTELLAMMARE DEL GOLFO,-39.81,-7760.23,-529.9255667850314
CASTELLAMMARE DEL GOLFO,81.83,7982.349,544.4985675306958
CASTELVETRANO,84.28,14128.828,483.05336934596056
CASTELVETRANO,0.0,0.0,0.0
CASTELVETRANO,0.0,0.0,0.0
CASTELVETRANO,-61.59,-13653.65,-450.91314398943194
CUSTONACI,0.0,0.0,0.0
CUSTONACI,74.72,2273.254,431.5212604403948
CUSTONACI,0.0,0.0,0.0
CUSTONACI,-71.65,-2271.01,-423.93317155124134
ERICE,70.24,12697.088,488.311976001846
ERICE,0.0,0.0,0.0
ERICE,0.0,0.0,0.0
ERICE,-60.41,-11936.043,-452.5857126606757
FAVIGNANA,-75.46,-2839.74,-659.9442249593307
FAVIGNANA,0.0,0.0,0.0
FAVIGNANA,85.05,3244.65,718.9563483270551
FAVIGNANA,0.0,0.0,0.0
GIBELLINA,73.71,1484.406,402.93322475570034
GIBELLINA,0.0,0.0,0.0
GIBELLINA,0.0,0.0,0.0
GIBELLINA,-68.34,-1908.327,-492.34442724458205
MARSALA,0.0,0.0,0.0
MARSALA,78.31,31636.46,396.28299074317636
MARSALA,0.0,0.0,0.0
MARSALA,-69.53,-30300.81,-377.02111510657096
MAZARA DEL VALLO,0.0,0.0,0.0
MAZARA DEL VALLO,-74.89,-22795.871,-455.49836150741316
MAZARA DEL VALLO,88.92,22624.223,451.42811820340404
MAZARA DEL VALLO,0.0,0.0,0.0
PACECO,87.42,3404.935,318.9335893593106
PACECO,0.0,0.0,0.0
PACECO,0.0,0.0,0.0
PACECO,-79.57,-3681.26,-336.8649341142021
PANTELLERIA,81.61,3996.344,548.797583081571
PANTELLERIA,0.0,0.0,0.0
PANTELLERIA,0.0,0.0,0.0
PANTELLERIA,-72.89,-4009.555,-542.4915437694493
PARTANNA,85.95,3726.364,379.38953369985745
PARTANNA,0.0,0.0,0.0
PARTANNA,0.0,0.0,0.0
PARTANNA,-80.21,-3625.921,-362.55584441555845
POGGIOREALE,83.4,435.053,336.989155693261
POGGIOREALE,0.0,0.0,0.0
POGGIOREALE,0.0,0.0,0.0
POGGIOREALE,-73.42,-431.402,-308.80601288475305
SALAPARUTA,81.82,494.499,319.650290885585
SALAPARUTA,0.0,0.0,0.0
SALAPARUTA,0.0,0.0,0.0
SALAPARUTA,-66.1,-511.328,-319.3803872579638
SALEMI,82.73,3275.532,328.40705835171445
SALEMI,0.0,0.0,0.0
SALEMI,0.0,0.0,0.0
SALEMI,-75.56,-3212.032,-319.2874751491054
SANTA NINFA,84.72,1649.481,348.875
SANTA NINFA,0.0,0.0,0.0
SANTA NINFA,0.0,0.0,0.0
SANTA NINFA,-75.54,-1565.83,-321.19589743589745
SAN VITO LO CAPO,79.15,4728.182,984.8327431785045
SAN VITO LO CAPO,-71.94,-3775.427,-785.4019138755981
SAN VITO LO CAPO,0.0,0.0,0.0
TRAPANI,67.25,28227.722,511.2050780542577
TRAPANI,0.0,0.0,0.0
TRAPANI,0.0,0.0,0.0
TRAPANI,-63.96,-29460.815,-451.5136630446444
VALDERICE,82.9,5098.581,447.6759153569233
VALDERICE,0.0,0.0,0.0
VALDERICE,0.0,0.0,0.0
VALDERICE,-76.3,-4786.673,-414.3229464208431
VITA,81.39,508.306,288.6462237365133
VITA,0.0,0.0,0.0
VITA,0.0,0.0,0.0
VITA,-76.6,-619.059,-336.81120783460284
PETROSINO,0.0,0.0,0.0
PETROSINO,86.99,3398.556,429.81611230555205
PETROSINO,0.0,0.0,0.0
PETROSINO,-74.88,-3506.647,-436.3129277093443
MISILISCEMI,0.0,0.0,0.0
MISILISCEMI,0.0,0.0,0.0
ALIA,69.81,1015.355,313.18784700801973
ALIA,0.0,0.0,0.0
ALIA,0.0,0.0,0.0
ALIA,0.0,0.0,0.0
ALIMENA,0.0,0.0,0.0
ALIMENA,0.0,0.0,0.0
ALIMENA,67.24,637.428,356.3040804918949
ALIMENA,0.0,0.0,0.0
ALIMINUSA,68.81,272.34,266.7384916748286
ALIMINUSA,0.0,0.0,0.0
ALIMINUSA,0.0,0.0,0.0
ALIMINUSA,0.0,0.0,0.0
ALTAVILLA MILICIA,0.0,0.0,0.0
ALTAVILLA MILICIA,-39.32,-2683.06,-317.4467581637482
ALTAVILLA MILICIA,0.0,0.0,0.0
ALTAVILLA MILICIA,53.25,3019.59,342.4347924699478
ALTOFONTE,74.1,1783.404,181.66486706733218
ALTOFONTE,-67.95,-2086.845,-212.18556176919165
ALTOFONTE,0.0,0.0,0.0
ALTOFONTE,0.0,0.0,0.0
BAGHERIA,0.0,0.0,0.0
BAGHERIA,0.0,0.0,0.0
BAGHERIA,68.46,19485.67,367.5085343543124
BAGHERIA,-43.43,-20291.448,-381.78419161225986
BALESTRATE,0.0,0.0,0.0
BALESTRATE,0.0,0.0,0.0
BALESTRATE,86.96,2781.985,444.61962601885887
BALESTRATE,-73.18,-2801.142,-443.49936668777707
BAUCINA,0.0,0.0,0.0
BAUCINA,73.74,565.12,305.63547863710113
BAUCINA,0.0,0.0,0.0
BAUCINA,-71.63,-583.311,-311.0992
BELMONTE MEZZAGNO,79.42,2802.79,259.20558586886153
BELMONTE MEZZAGNO,0.0,0.0,0.0
BELMONTE MEZZAGNO,0.0,0.0,0.0
BELMONTE MEZZAGNO,-27.4,-3377.56,-305.57857595223015
BISACQUINO,70.37,1366.485,336.65558019216553
BISACQUINO,0.0,0.0,0.0
BISACQUINO,0.0,0.0,0.0
BISACQUINO,-67.33,-1389.442,-328.7064111663118
BOLOGNETTA,0.0,0.0,0.0
BOLOGNETTA,-17.94,-2234.765,-547.0660954712363
BOLOGNETTA,0.0,0.0,0.0
BOLOGNETTA,80.64,1065.96,259.04252733900364
BOMPIETRO,67.42,357.051,309.67129228100606
BOMPIETRO,0.0,0.0,0.0
BOMPIETRO,0.0,0.0,0.0
BOMPIETRO,0.0,0.0,0.0
BORGETTO,0.0,0.0,0.0
BORGETTO,0.0,0.0,0.0
BORGETTO,-59.53,-2170.743,-305.8245984784446
BORGETTO,72.12,2665.57,374.37780898876406
CACCAMO,74.25,2868.114,376.78849185496586
CACCAMO,0.0,0.0,0.0
CACCAMO,0.0,0.0,0.0
CACCAMO,-70.35,-3028.07,-381.5612399193548
CALTAVUTURO,59.56,1150.364,334.70002909514113
CALTAVUTURO,0.0,0.0,0.0
CALTAVUTURO,0.0,0.0,0.0
CALTAVUTURO,0.0,0.0,0.0
CAMPOFELICE DI FITALIA,67.81,92.09,211.21559633027522
CAMPOFELICE DI FITALIA,0.0,0.0,0.0
CAMPOFELICE DI FITALIA,-63.21,-126.06,-270.51502145922746
CAMPOFELICE DI ROCCELLA,0.0,0.0,0.0
CAMPOFELICE DI ROCCELLA,-41.18,-4330.8,-573.5399284862932
CAMPOFELICE DI ROCCELLA,0.0,0.0,0.0
CAMPOFELICE DI ROCCELLA,49.81,5475.64,707.0816115702479
CAMPOFIORITO,81.73,270.06,238.77984084880637
CAMPOFIORITO,0.0,0.0,0.0
CAMPOFIORITO,0.0,0.0,0.0
CAMPOFIORITO,-81.76,-326.37,-275.18549747048905
CAMPOREALE,90.92,806.48,275.1552371204367
CAMPOREALE,0.0,0.0,0.0
CAMPOREALE,0.0,0.0,0.0
CAMPOREALE,-73.63,-961.08,-316.14473684210526
CAPACI,0.0,0.0,0.0
CAPACI,0.0,0.0,0.0
CAPACI,68.14,3917.123,345.1817941487487
CAPACI,-46.33,-4850.524,-419.1966122202057
CARINI,-57.19,-18934.461,-488.03930716292496
CARINI,0.0,0.0,0.0
CARINI,0.0,0.0,0.0
CARINI,76.2,17707.248,441.02734744707345
CASTELBUONO,70.91,2896.06,361.2849301397206
CASTELBUONO,0.0,0.0,0.0
CASTELBUONO,0.0,0.0,0.0
CASTELBUONO,-60.09,-2856.43,-341.71910515611916
CASTELDACCIA,-2.44,-4340.77,-376.05215281989086
CASTELDACCIA,0.0,0.0,0.0
CASTELDACCIA,0.0,0.0,0.0
CASTELDACCIA,63.16,4273.65,366.7739443872297
CASTELLANA SICULA,65.31,1152.97,387.81365623948875
CASTELLANA SICULA,0.0,0.0,0.0
CASTELLANA SICULA,0.0,0.0,0.0
CASTELLANA SICULA,-60.17,-11344.411,-3622.0980204342272
CASTRONUOVO DI SICILIA,65.06,1053.72,378.2196697774587
CASTRONUOVO DI SICILIA,0.0,0.0,0.0
CASTRONUOVO DI SICILIA,0.0,0.0,0.0
CASTRONUOVO DI SICILIA,-62.9,-1396.67,-479.4610367318915
CEFALA' DIANA,66.9,333.98,342.19262295081967
CEFALA' DIANA,-30.1,-365.38,-373.21756894790605
CEFALA' DIANA,0.0,0.0,0.0
CEFALA' DIANA,0.0,0.0,0.0
CEFALU',65.62,10088.297,727.8188442392324
CEFALU',0.0,0.0,0.0
CEFALU',0.0,0.0,0.0
CEFALU',-44.24,-8149.54,-582.3595826782907
CERDA,74.17,1673.15,342.7883630403606
CERDA,0.0,0.0,0.0
CERDA,0.0,0.0,0.0
CERDA,-57.47,-1934.91,-389.2395896197948
CHIUSA SCLAFANI,71.78,844.663,341.69215210355986
CHIUSA SCLAFANI,0.0,0.0,0.0
CHIUSA SCLAFANI,0.0,0.0,0.0
CHIUSA SCLAFANI,-69.54,-960.044,-363.7908298597954
CIMINNA,71.83,1086.21,323.9516850581569
CIMINNA,0.0,0.0,0.0
CIMINNA,0.0,0.0,0.0
CIMINNA,-65.78,-1083.634,-307.5011350737798
CINISI,0.0,0.0,0.0
CINISI,-71.48,-4562.034,-383.5575920632252
CINISI,90.92,4703.731,394.54210702902196
CINISI,0.0,0.0,0.0
COLLESANO,67.69,1107.54,306.2887168141593
COLLESANO,0.0,0.0,0.0
COLLESANO,0.0,0.0,0.0
COLLESANO,-70.89,-1146.61,-300.0811305940853
CONTESSA ENTELLINA,66.44,405.46,275.4483695652174
CONTESSA ENTELLINA,0.0,0.0,0.0
CONTESSA ENTELLINA,0.0,0.0,0.0
CONTESSA ENTELLINA,-79.63,-532.07,-342.16720257234726
CORLEONE,71.42,3357.612,326.7430906967692
CORLEONE,0.0,0.0,0.0
CORLEONE,0.0,0.0,0.0
CORLEONE,-68.66,-3825.56,-357.72956798204604
FICARAZZI,-17.58,-3531.47,-276.695917887644
FICARAZZI,0.0,0.0,0.0
FICARAZZI,54.07,3147.645,245.39214157636235
FICARAZZI,0.0,0.0,0.0
GANGI,69.93,2007.519,333.8631298852486
GANGI,0.0,0.0,0.0
GANGI,0.0,0.0,0.0
GANGI,0.0,0.0,0.0
GERACI SICULO,62.44,557.479,328.50854449027696
GERACI SICULO,0.0,0.0,0.0
GERACI SICULO,0.0,0.0,0.0
GERACI SICULO,0.0,0.0,0.0
GIARDINELLO,87.54,557.417,248.73583221775993
GIARDINELLO,0.0,0.0,0.0
GIARDINELLO,-79.37,-666.263,-293.3786878027301
GIARDINELLO,0.0,0.0,0.0
GIULIANA,87.75,457.62,273.6961722488038
GIULIANA,0.0,0.0,0.0
GIULIANA,0.0,0.0,0.0
GIULIANA,-69.23,-548.735,-314.2812142038946
GODRANO,66.43,340.23,333.88616290480866
GODRANO,0.0,0.0,0.0
GODRANO,0.0,0.0,0.0
GODRANO,-73.72,-338.24,-307.4909090909091
GRATTERI,68.82,251.405,295.7705882352941
GRATTERI,0.0,0.0,0.0
GRATTERI,0.0,0.0,0.0
GRATTERI,-78.03,-246.69,-278.1172491544532
ISNELLO,69.24,396.256,308.3704280155642
ISNELLO,0.0,0.0,0.0
ISNELLO,0.0,0.0,0.0
ISNELLO,-75.63,-406.914,-297.45175438596493
ISOLA DELLE FEMMINE,0.0,0.0,0.0
ISOLA DELLE FEMMINE,51.7,3274.79,465.23511862480467
ISOLA DELLE FEMMINE,0.0,0.0,0.0
ISOLA DELLE FEMMINE,-43.51,-3929.437,-555.1620514269567
LASCARI,0.0,0.0,0.0
LASCARI,-64.32,-1671.79,-455.4045219286298
LASCARI,0.0,0.0,0.0
LASCARI,75.64,1965.619,530.8179854172292
LERCARA FRIDDI,74.66,2251.024,368.2355635530836
LERCARA FRIDDI,0.0,0.0,0.0
LERCARA FRIDDI,0.0,0.0,0.0
LERCARA FRIDDI,-65.49,-2519.091,-393.17793038863744
MARINEO,83.93,1681.139,277.27841002803893
MARINEO,0.0,0.0,0.0
MARINEO,0.0,0.0,0.0
MARINEO,-70.68,-1892.271,-301.17316568518225
MEZZOJUSO,65.64,628.44,243.77036462373934
MEZZOJUSO,0.0,0.0,0.0
MEZZOJUSO,0.0,0.0,0.0
MEZZOJUSO,-52.44,-744.44,-270.3122730573711
MISILMERI,-65.56,-9102.68,-318.420260957778
MISILMERI,0.0,0.0,0.0
MISILMERI,0.0,0.0,0.0
MISILMERI,80.93,9087.519,313.9256252590853
MONREALE,-38.12,-10458.98,-279.8389297658863
MONREALE,0.0,0.0,0.0
MONREALE,0.0,0.0,0.0
MONREALE,66.92,7999.474,206.29961832061068
MONTELEPRE,88.52,1868.286,327.0236303168213
MONTELEPRE,0.0,0.0,0.0
MONTELEPRE,0.0,0.0,0.0
MONTELEPRE,-75.46,-1669.595,-283.99302602483414
MONTEMAGGIORE BELSITO,65.94,977.66,337.706390328152
MONTEMAGGIORE BELSITO,0.0,0.0,0.0
MONTEMAGGIORE BELSITO,0.0,0.0,0.0
MONTEMAGGIORE BELSITO,-68.08,-1334.54,-437.55409836065576
PALAZZO ADRIANO,66.56,501.66,284.5490640952921
PALAZZO ADRIANO,0.0,0.0,0.0
PALAZZO ADRIANO,0.0,0.0,0.0
PALAZZO ADRIANO,-67.57,-748.025,-397.6741095162148
PALERMO,16.85,356475.108,566.8286038664703
PALERMO,0.0,0.0,0.0
PALERMO,0.0,0.0,0.0
PALERMO,-14.51,-342152.665,-534.0127746909726
PARTINICO,0.0,0.0,0.0
PARTINICO,0.0,0.0,0.0
PARTINICO,-68.39,-10909.22,-355.0138305834879
PARTINICO,80.93,11281.803,366.9356339035972
PETRALIA SOPRANA,68.15,887.407,305.1605914718019
PETRALIA SOPRANA,0.0,0.0,0.0
PETRALIA SOPRANA,0.0,0.0,0.0
PETRALIA SOPRANA,-56.34,-1202.18,-390.8257477243173
PETRALIA SOTTANA,68.83,875.567,362.5536231884058
PETRALIA SOTTANA,0.0,0.0,0.0
PETRALIA SOTTANA,0.0,0.0,0.0
PETRALIA SOTTANA,-55.72,-873.935,-346.7996031746032
PIANA DEGLI ALBANESI,83.17,1814.327,332.84296459365254
PIANA DEGLI ALBANESI,0.0,0.0,0.0
PIANA DEGLI ALBANESI,0.0,0.0,0.0
PIANA DEGLI ALBANESI,-71.09,-2043.766,-354.94373046196597
POLIZZI GENEROSA,57.99,1019.065,357.441248684672
POLIZZI GENEROSA,0.0,0.0,0.0
POLIZZI GENEROSA,0.0,0.0,0.0
POLIZZI GENEROSA,0.0,0.0,0.0
POLLINA,70.22,1326.456,470.04110559886607
POLLINA,0.0,0.0,0.0
POLLINA,0.0,0.0,0.0
POLLINA,-66.11,-1308.28,-457.92089604480225
PRIZZI,81.71,1207.4,295.7139358314964
PRIZZI,0.0,0.0,0.0
PRIZZI,0.0,0.0,0.0
PRIZZI,-84.53,-1360.85,-309.84744990892534
ROCCAMENA,83.94,354.53,269.8097412480974
ROCCAMENA,0.0,0.0,0.0
ROCCAMENA,0.0,0.0,0.0
ROCCAMENA,-33.29,-438.44,-315.6515478761699
ROCCAPALUMBA,70.79,592.85,278.2027217268888
ROCCAPALUMBA,0.0,0.0,0.0
ROCCAPALUMBA,0.0,0.0,0.0
ROCCAPALUMBA,-44.97,-689.04,-308.7096774193548
SAN CIPIRELLO,92.37,1452.04,297.3054873054873
SAN CIPIRELLO,0.0,0.0,0.0
SAN CIPIRELLO,0.0,0.0,0.0
SAN CIPIRELLO,-87.29,-1703.132,-334.53781182478883
SAN GIUSEPPE JATO,93.31,2104.87,262.4853473001621
SAN GIUSEPPE JATO,0.0,0.0,0.0
SAN GIUSEPPE JATO,0.0,0.0,0.0
SAN GIUSEPPE JATO,-90.25,-2224.322,-269.7128652843458
SAN MAURO CASTELVERDE,66.78,362.623,275.54939209726444
SAN MAURO CASTELVERDE,0.0,0.0,0.0
SAN MAURO CASTELVERDE,0.0,0.0,0.0
SAN MAURO CASTELVERDE,0.0,0.0,0.0
SANTA CRISTINA GELA,-61.74,-269.97,-278.319587628866
SANTA CRISTINA GELA,0.0,0.0,0.0
SANTA CRISTINA GELA,90.33,168.31,169.49647532729105
SANTA CRISTINA GELA,0.0,0.0,0.0
SANTA FLAVIA,0.0,0.0,0.0
SANTA FLAVIA,-62.23,-4399.094,-401.67037983929873
SANTA FLAVIA,0.0,0.0,0.0
SANTA FLAVIA,73.02,4126.34,373.93203443588584
SCIARA,84.37,710.24,285.8108651911469
SCIARA,0.0,0.0,0.0
SCIARA,0.0,0.0,0.0
SCIARA,-61.84,-761.56,-294.03861003861005
SCLAFANI BAGNI,68.2,153.928,417.1490514905149
SCLAFANI BAGNI,0.0,0.0,0.0
SCLAFANI BAGNI,0.0,0.0,0.0
SCLAFANI BAGNI,0.0,0.0,0.0
TERMINI IMERESE,55.68,10402.775,418.85871315831855
TERMINI IMERESE,0.0,0.0,0.0
TERMINI IMERESE,0.0,0.0,0.0
TERMINI IMERESE,-34.8,-10410.311,-410.14541801276494
TERRASINI,-70.98,-5865.904,-468.2234993614304
TERRASINI,0.0,0.0,0.0
TERRASINI,0.0,0.0,0.0
TERRASINI,86.55,5752.929,443.864593781344
TORRETTA,0.0,0.0,0.0
TORRETTA,-69.91,-1501.36,-361.16430117873466
TORRETTA,0.0,0.0,0.0
TORRETTA,72.24,1178.0,269.75040073276847
TRABIA,-32.01,-4247.647,-414.4854605776737
TRABIA,0.0,0.0,0.0
TRABIA,0.0,0.0,0.0
TRABIA,63.25,4664.417,439.37613036925393
TRAPPETO,-75.42,-1271.751,-421.807960199005
TRAPPETO,0.0,0.0,0.0
TRAPPETO,0.0,0.0,0.0
TRAPPETO,86.36,1255.483,406.17373018440634
USTICA,-12.67,-445.51,-345.0890782339272
USTICA,0.0,0.0,0.0
USTICA,92.98,595.907,454.8908396946565
USTICA,0.0,0.0,0.0
VALLEDOLMO,75.13,1065.25,341.9743178170144
VALLEDOLMO,0.0,0.0,0.0
VALLEDOLMO,0.0,0.0,0.0
VALLEDOLMO,-65.32,-1205.04,-362.6361721336142
VENTIMIGLIA DI SICILIA,76.6,678.51,382.25915492957745
VENTIMIGLIA DI SICILIA,0.0,0.0,0.0
VENTIMIGLIA DI SICILIA,0.0,0.0,0.0
VENTIMIGLIA DI SICILIA,-74.07,-648.71,-350.46461372231227
VICARI,51.38,769.3,321.88284518828453
VICARI,0.0,0.0,0.0
VICARI,0.0,0.0,0.0
VICARI,-60.1,-821.66,-325.409900990099
VILLABATE,0.0,0.0,0.0
VILLABATE,69.12,5878.4,300.6854219948849
VILLABATE,0.0,0.0,0.0
VILLABATE,-26.16,-7171.893,-365.11189736801913
VILLAFRATI,0.0,0.0,0.0
VILLAFRATI,78.79,1031.51,332.31636597938143
VILLAFRATI,0.0,0.0,0.0
VILLAFRATI,-55.4,-1191.29,-376.5139064475348
SCILLATO,60.72,283.755,483.3986371379898
SCILLATO,0.0,0.0,0.0
SCILLATO,0.0,0.0,0.0
SCILLATO,0.0,0.0,0.0
BLUFI,65.92,383.204,444.5522041763341
BLUFI,0.0,0.0,0.0
BLUFI,0.0,0.0,0.0
BLUFI,0.0,0.0,0.0
ALCARA LI FUSI,80.34,394.076,238.11238670694863
ALCARA LI FUSI,0.0,0.0,0.0
ALCARA LI FUSI,0.0,0.0,0.0
ALCARA LI FUSI,-82.52,-394.249,-220.00502232142858
ALI',70.29,105.581,167.5888888888889
ALI',0.0,0.0,0.0
ALI',0.0,0.0,0.0
ALI',-60.56,-167.03,-240.67723342939482
ALI'TERME,75.32,821.263,354.7572354211663
ALI'TERME,0.0,0.0,0.0
ALI'TERME,-56.28,-910.824,-381.73679798826487
ANTILLO,81.3,196.33,246.9559748427673
ANTILLO,0.0,0.0,0.0
ANTILLO,-75.03,-171.682,-205.36124401913875
ANTILLO,0.0,0.0,0.0
BARCELLONA POZZO DI GOTTO,0.0,0.0,0.0
BARCELLONA POZZO DI GOTTO,69.01,16625.639,416.9125583028236
BARCELLONA POZZO DI GOTTO,0.0,0.0,0.0
BARCELLONA POZZO DI GOTTO,-28.98,-18614.326,-462.31840647741103
BASICO',0.0,0.0,0.0
BASICO',-45.74,-203.998,-368.2274368231047
BASICO',0.0,0.0,0.0
BASICO',57.08,218.467,344.5851735015773
BROLO,0.0,0.0,0.0
BROLO,0.0,0.0,0.0
BROLO,73.85,2622.55,456.96985537550097
BROLO,-53.17,-2657.95,-460.091743119266
CAPIZZI,60.81,749.259,266.16660746003555
CAPIZZI,0.0,0.0,0.0
CAPIZZI,-61.67,-732.286,-257.3035839775123
CAPIZZI,0.0,0.0,0.0
CAPO D'ORLANDO,0.0,0.0,0.0
CAPO D'ORLANDO,0.0,0.0,0.0
CAPO D'ORLANDO,85.93,6640.897,506.74528805799315
CAPO D'ORLANDO,-56.58,-6353.726,-482.91601428897167
CAPRI LEONE,0.0,0.0,0.0
CAPRI LEONE,0.0,0.0,0.0
CAPRI LEONE,-48.58,-1037.32,-238.24529168580614
CAPRI LEONE,89.43,1175.0,269.3718477762494
CARONIA,65.98,1242.949,413.9024309024309
CARONIA,0.0,0.0,0.0
CARONIA,0.0,0.0,0.0
CARONIA,-65.28,-1280.7,-412.5966494845361
CASALVECCHIO SICULO,74.49,188.49,263.99159663865544
CASALVECCHIO SICULO,0.0,0.0,0.0
CASALVECCHIO SICULO,0.0,0.0,0.0
CASALVECCHIO SICULO,-29.38,-149.13,-199.63855421686748
CASTEL DI LUCIO,0.0,0.0,0.0
CASTEL DI LUCIO,-86.09,-259.31,-218.6424957841484
CASTEL DI LUCIO,0.0,0.0,0.0
CASTEL DI LUCIO,88.95,262.17,197.86415094339623
CASTELL'UMBERTO,76.99,740.45,262.85055023074193
CASTELL'UMBERTO,0.0,0.0,0.0
CASTELL'UMBERTO,0.0,0.0,0.0
CASTELL'UMBERTO,-44.15,-856.28,-292.94560383167976
CASTELMOLA,0.0,0.0,0.0
CASTELMOLA,0.0,0.0,0.0
CASTELMOLA,67.96,397.85,372.5187265917603
CASTELMOLA,-49.43,-296.71,-272.46097337006427
CASTROREALE,0.0,0.0,0.0
CASTROREALE,-57.19,-538.3,-240.3125
CASTROREALE,0.0,0.0,0.0
